source_article,updated_label
"Grace and Helen were both romantically interested in Brad. One day, with Brad sitting within earshot, Grace asked in an inquisitive tone whether Helen was still having problems with her drug habit.",intentional
Be happy with the 1972 Chevy Nova you drive.  There are many people in this country who don’t even have a car.,fallacy of relevance
Sleeping until noon is the worst thing to do because it is bad to sleep late.,circular reasoning
Why did you steal my keys?,intentional
"If voluntary euthanasia were to be legalized it would prove impossible to avoid the legislation, or, at least, toleration, of non-voluntary euthanasia. Even if the former can be justified, the latter clearly cannot. Hence, it is better that the first step (legalizing voluntary euthanasia) not be taken so as to prevent a slide into non-volunteer euthanasia.",faulty generalization
"If we let the government ban SUVs, then they're going to want to ban trucks! Then they'll want to ban sports cars! Then they'll want to ban all cars!",faulty generalization
"I. Many seats in the private medical colleges in the state have remained vacant this year.
II. The government medical colleges in the state could accommodate all the students who sought admission this year.",false causality
"Steve: I think it is fantastic that you and Sylvia are getting married!
Chuck: I cannot believe you think my getting married only exists in my imagination!  That is what fantastic means, after all.
",equivocation
"A is true because B is true, and B is true because C is true, and C is true because A is true.",circular reasoning
“I didn’t see you at the charity fundraiser today. I guess you are not a good person after all.”,false dilemma
"Callie: Did you know that Jake Tooten was a racist?
Chris: I know Jake well. Why do you say he’s a racist?
Callie: He was on a podcast the other day...
Chris: Did he say something racist?
Callie: No, but the podcast host did an interview two years ago with a woman who said she supported an organization that had a history of racism back in the 1960s. Jake clearly supports racism!",faulty generalization
"Believing that ""runs"" occur to statistically independent phenomena such as roulette wheel spins.",ad populum
"If there is no objective morality, then all the bad people will not be punished for their bad behavior after death.  I don’t like that; therefore, morality must be objective.",appeal to emotion
"Which logical reason supports the opposition to the motion ""Cell phones give off an unsafe radiation and should not be used.""",false causality
“Honesty is defined as always being honest.”,circular reasoning
"""My three decades of experience in public service, my tireless commitment to the people of this community, and my willingness to reach across the aisle and cooperate with the opposition, make me the ideal candidate for your mayor.""  Which appeal is the primary appeal used in this quote?",fallacy of credibility
"If we let the government implant tracking devices in criminals, it's not going to stop there! They're going to want to track school children and eventually everyone!",faulty generalization
"“Birds can fly; therefore, penguins can fly.”",faulty generalization
"""Yesterday, you were late for ten minutes. Today you were late for an hour. You know someday, you will simply cease to show up.""

What logical fallacy is used in the statement above?",faulty generalization
We have no evidence that the Illuminati ever existed. They must have been so clever they destroyed all the evidence,intentional
"""Tyler's friends are all obnoxious, he's a bad kid,"" Which Fallacy does this statement use?",faulty generalization
"While debating with a friend on which movie would be better to see, you use the argument that your opinion on movies is better because your friend picks their nose, so we shouldn’t trust them because that’s gross. What fallacy have you committed?",ad hominem
There aren't enough parking spaces on campus because there are too many cars.,circular reasoning
"“Because young male drivers are twice as likely to get into a car accident, they should pay more for car insurance.”",faulty generalization
Explaining that trusting the other politician will cause everyone to lose their homes and jobs,appeal to emotion
"Every time I was my car, it rains. Me washing my car has a definite effect on the weather.",false causality
"You should marry me. I know we’re not compatible, but I only have a year to live, and you’re my last chance.",appeal to emotion
